Adjusted_Date,PSEI_Close,negative_score_mean,neutral_score_mean,positive_score_mean,negative_score_sd,neutral_score_sd,positive_score_sd,negative_score_max,neutral_score_max,positive_score_max,negative_score_min,neutral_score_min,positive_score_min
2014-01-02,5982.72119140625,0.20404133634148913,0.33587494765787046,0.4600837037591899,0.3496259554035397,0.3498157857934191,0.40648847590619663,0.990522563,0.9451946020126344,0.9843148589134216,0.002260873,0.007293764,0.000909949
2014-01-03,5946.40087890625,0.18248109462542522,0.4356090166331458,0.3819098742460375,0.3370788927344685,0.40211433379854344,0.4216484950616639,0.9947054982185364,0.9739263653755188,0.9840503334999084,0.003617822,0.004228937,0.001065494
2014-01-06,5984.271484375,0.25737741818782467,0.36117696982974584,0.34440857701167144,0.3848718102963828,0.3536480897486429,0.38001221072127533,0.9865657687187196,0.991232931613922,0.9478923082351683,0.0,0.0,0.0
2014-01-07,5945.9111328125,0.41822236972558796,0.3574607628578192,0.22431687069839404,0.4028493811066964,0.3190383453117594,0.3393149247275546,0.9935884475708008,0.9773885011672974,0.9529448747634888,0.003253203,0.005041065,0.000668133
2014-01-08,5984.94091796875,0.32455100656670416,0.3152931516796265,0.3601558451059382,0.4005514867960865,0.2931997861019808,0.38078886328515194,0.9905547499656676,0.9750357270240784,0.9901198148727416,0.003414654,0.003924411,0.001044449
2014-01-09,5935.9833984375,0.22467308657145013,0.4115830794528278,0.36374384327227266,0.3563040273319143,0.37993402478007515,0.4140945565720005,0.952285111,0.9771068692207336,0.9763230681419371,0.003719526,0.01127599645406,0.001291286
2014-01-10,5841.3779296875,0.1662410559394616,0.3573241394276909,0.47643481043103375,0.3214239177624609,0.39145249098297513,0.43890754428796297,0.9832942485809326,0.965385675430298,0.9887388944625854,0.003600415,0.007660738,0.002320633
2014-01-13,5939.142578125,0.15880975361422203,0.5233087951487599,0.28454811762778626,0.24099184975652163,0.37539647767264656,0.3808428223193135,0.9491376876831056,0.9995635151863098,0.986880898,0.0,0.0,0.0
2014-01-14,5934.0341796875,0.24409418271199054,0.38693695998532446,0.3689688354698803,0.3205669595040858,0.32884221195570296,0.3907478634921891,0.9923546314239502,0.9220755100250244,0.9589875340461732,0.001755683,0.005762026,0.001883295
2014-01-15,5956.58837890625,0.25319607731208044,0.3277484758530476,0.41905546065625976,0.363946891534611,0.331324476241562,0.39949586719835656,0.985742688179016,0.8686871528625488,0.9729849100112916,0.002770907,0.0107042789459228,0.001958162
2014-01-16,5980.7021484375,0.3195472830019063,0.2842277344040917,0.39622496785093647,0.41316246440709276,0.32733717810385293,0.41039144526464516,0.987768829,0.9788645505905152,0.9857516884803772,0.005155573,0.007318927,0.000974875
2014-01-17,5985.55078125,0.04811113960626041,0.6854608294721083,0.2664280225575381,0.08667522101573581,0.36964760323023516,0.3870169311284527,0.2332963794469833,0.9892582297325134,0.9929693341255188,0.002889368,0.004141314,0.000377892
2014-01-20,6004.05615234375,0.26018492702882046,0.30889920620390554,0.3832968004122173,0.34136346090129344,0.3006043243077651,0.3825396287620624,0.9907721281051636,0.9392073154449464,0.9476844668388368,0.0,0.0,0.0
2014-01-21,6017.69287109375,0.14890518783122345,0.30667989547324115,0.5444149317008019,0.33150653697854376,0.33840977677922285,0.38829610330820097,0.9953734278678894,0.970331609,0.986234188,0.002932166,0.003838271,0.000788385
2014-01-22,6138.28125,0.2588865878309049,0.2535311327654928,0.48758225902880775,0.3741590983635838,0.27340611165703166,0.3986597697947914,0.9947073459625244,0.8858567476272583,0.9890843033790588,0.005025188,0.002755697,0.00124226
2014-01-23,6168.4638671875,0.2999321475265925,0.3614989767055632,0.3385688838285776,0.3856934428484821,0.34760645421094294,0.39116812034375187,0.9929993152618408,0.9697756767272948,0.9680039286613464,0.004941494,0.005702783,0.000451091
2014-01-24,6189.908203125,0.13753862186863455,0.3981410002033342,0.464320381954115,0.2749668938863817,0.3723708811325215,0.42144841714445896,0.9889611601829528,0.988704503,0.990549385547638,0.003712323,0.004703032,0.000377892
2014-01-27,6080.04638671875,0.15526449418742005,0.4210182997966997,0.3852556675617254,0.2691064620202241,0.34924445466441173,0.3843039461907275,0.9900776147842408,0.997952163219452,0.9931300282478333,0.0,0.0,0.0
2014-01-28,6021.26171875,0.3215638144626692,0.3556409976503611,0.3227951756254379,0.4133745331293446,0.35017575697818715,0.3781442252973762,0.9888179898262024,0.9927413463592528,0.9798807501792908,0.002808657,0.009266858,0.001915098
2014-01-29,6068.279296875,0.32532805683866495,0.3650363576241766,0.309635575341476,0.3740062521791417,0.3313465153517987,0.3633511831095359,0.991311789,0.9449812769889832,0.8962301015853882,0.004618294,0.006429811,0.002258385
2014-01-30,6039.63671875,0.17914416479838394,0.3681899205968133,0.4526658977736853,0.34279111500703335,0.38581406542759233,0.4326206583844867,0.9639716744422911,0.9909012317657472,0.9859719276428224,0.003627123,0.006242204,0.000490081
2014-02-03,6013.75341796875,0.29843960943523223,0.34670134780396616,0.32708126403343624,0.4101523734223368,0.3638325322626802,0.3868763974045673,0.994083583,0.9945040941238404,0.9790716767311096,0.0,0.0,0.0
2014-02-04,5884.49658203125,0.43366402274153826,0.4061520918943897,0.16018387093705344,0.43181726638458184,0.38941711690227915,0.29579665128670213,0.9962753057479858,0.9907005429267884,0.9864518642425536,0.002827143,0.002847269,0.000182405
2014-02-05,5906.89111328125,0.2018333290996614,0.4535396100648884,0.34462705938155763,0.3286434855717827,0.40287472151270415,0.41653758736824104,0.9434522986412048,0.9991313815116882,0.985718548297882,0.000468283,0.004069025,0.000400321
2014-02-06,5913.0693359375,0.14685824730901897,0.3612687720910827,0.4918729743081894,0.2798907235591914,0.3612334812573356,0.4170930016071033,0.992749571800232,0.9835642576217652,0.9862112998962402,0.005691104,0.006651648,0.000598739
2014-02-07,6009.5947265625,0.16362559987644437,0.3126890176486978,0.5236853962049911,0.3220454937421308,0.28983474442229074,0.36465179385157237,0.9378082156181335,0.9698463082313538,0.9902862906455994,0.002240323,0.00384345,0.002356563
2014-02-10,6040.69677734375,0.2159497526035222,0.35864928936323076,0.3896866667943059,0.3308118008177208,0.34668065781057794,0.40880422085842827,0.9970453381538392,0.9791539907455444,0.988743782,0.0,0.0,0.0
2014-02-11,6104.4599609375,0.1607951478601877,0.3055640355917005,0.5336407940941857,0.31168699126720334,0.35002178893312086,0.41764370640242754,0.994211971759796,0.920449436,0.9828489422798156,0.004298232,0.004992217,0.000795679
2014-02-12,6110.73876953125,0.08904654261270328,0.4094517433415418,0.5015017252324638,0.16458790980427396,0.36211757689015217,0.3930781784138168,0.6534274816513062,0.9919215440750122,0.9902200102806092,0.004636673,0.004369739,0.00202461
2014-02-13,6100.15185546875,0.24047453685672388,0.24607770232900844,0.5134477544712449,0.41445289139866665,0.381514732581796,0.47298248763807493,0.9935063123703004,0.9699610471725464,0.9795376062393188,0.004033878,0.006116039,0.000377674
2014-02-14,6112.08837890625,0.11051495174230995,0.366833379094669,0.5226516424423332,0.23023738027399554,0.3747135749829712,0.44295019192474033,0.8169538378715515,0.9722071886062622,0.98238867521286,0.003844097,0.0112624103203415,0.004401471
2014-02-18,6192.3779296875,0.23429430545653512,0.3661266979197755,0.3768517323466076,0.3588793575315998,0.3513512225089743,0.3916706920211726,0.9918253421783448,0.9684505462646484,0.9850618243217468,0.0,0.0,0.0
2014-02-19,6293.001953125,0.1444717694001499,0.4222379089852506,0.4332903146463019,0.3029199286806185,0.4088770064068649,0.43998045131844027,0.985213578,0.9600354433059692,0.9837782382965088,0.005474605,0.0102331088855862,0.004071804
2014-02-20,6351.12646484375,0.23109769483382225,0.3899157553485442,0.3789865464332036,0.35293632758224575,0.32676373691000865,0.3808095564187127,0.987744390964508,0.9117148518562316,0.9880281686782836,0.005757978,0.006213909,0.002169148
2014-02-21,6306.73828125,0.1202674842338682,0.20696174927765948,0.6727707579217933,0.28170290583584945,0.27011554914790803,0.3702360152609654,0.9711399674415588,0.9845761060714722,0.9523677825927734,0.00457912,0.0197857860475778,0.008337402
2014-02-24,6294.701171875,0.15401665088938518,0.3661065109230027,0.44416253973057845,0.29907148223838104,0.3611549649053111,0.4029774624750335,0.9939695596694946,0.9948569536209106,0.9882962107658386,0.0,0.0,0.0
2014-02-26,6320.974609375,0.2528540794889327,0.28418412533945275,0.4629617943028743,0.39042868584288076,0.3209970994340691,0.3908258480720282,0.9971267580986024,0.971356988,0.9868501424789428,0.003894741,0.001937543,0.000238649
2014-02-27,6353.15625,0.26568616435515713,0.2841259367645548,0.4501879020311885,0.3896635050522057,0.3043396441013445,0.4043915328965574,0.9954108595848083,0.8449689745903015,0.9899758696556092,0.003946677,0.00371077,0.000642706
2014-02-28,6423.33837890625,0.468078632732145,0.2329035196185563,0.29901784836835266,0.4653382891565794,0.31815072779095627,0.4093696217287254,0.995640516281128,0.9579982161521912,0.9702605605125428,0.0117161143571138,0.002894449,5.075489752925933e-05
2014-03-03,6405.873046875,0.43081816533703454,0.21617459082904286,0.29745167390174004,0.4726887916287053,0.33236823965095347,0.40819464282370327,0.9903547763824464,0.9696568250656128,0.9736721515655518,0.0,0.0,0.0
2014-03-04,6392.9560546875,0.4217897858342305,0.3199608445329489,0.2582493596100808,0.3981779092955683,0.32244804457533266,0.38986457769165944,0.9941788911819458,0.8948640823364258,0.9606430530548096,0.003623398,0.003427752,0.001049128
