,Date,Close,High,Low,Open,Volume
92,2014-05-21,6760.6416015625,6884.109855677457,6757.752695914045,6884.109855677457,75500
93,2014-05-22,6828.82421875,6831.983562654647,6767.509906049227,6767.509906049227,72900
94,2014-05-23,6809.5791015625,6841.3809828008125,6769.419506098188,6828.8241529990855,83700
95,2014-05-26,6788.67431640625,6818.126704105348,6772.408479390278,6809.838796153691,77200
96,2014-05-27,6778.5166015625,6784.515058998537,6769.159144645883,6782.315917498753,51000
97,2014-05-28,6786.134765625,6806.679775254904,6778.516607517169,6778.516607517169,88600
98,2014-05-29,6674.95361328125,6809.309203594492,6674.95361328125,6795.442651867259,87700
99,2014-05-30,6645.94091796875,6706.69531468361,6645.94091796875,6692.408949318407,90900
100,2014-06-02,6708.6748046875,6713.543669873947,6646.210886460858,6646.210886460858,55200
101,2014-06-03,6799.09130859375,6800.48108790033,6709.014864348083,6709.014864348083,83200
102,2014-06-04,6764.830078125,6834.402517854617,6764.830078125,6799.681466776892,66900
103,2014-06-05,6770.69873046875,6770.69873046875,6742.085971583651,6762.6710097899795,129100
104,2014-06-06,6760.8818359375,6790.343987525768,6758.802292481125,6771.379136990522,74300
105,2014-06-09,6800.98095703125,6807.359199536902,6773.918092629683,6777.227300187146,111000
106,2014-06-10,6776.2373046875,6811.538284767575,6759.931439547284,6806.989649873208,66900
107,2014-06-11,6807.4296875,6831.053495596913,6777.137184060443,6777.137184060443,75200
108,2014-06-13,6783.2060546875,6807.339497782248,6771.428809489395,6805.830120257895,75500
109,2014-06-16,6756.712890625,6798.312057813443,6756.712890625,6781.236370236414,46800
110,2014-06-17,6703.20654296875,6756.712804137217,6689.500106443572,6756.712804137217,57600
111,2014-06-18,6701.40673828125,6703.206568456493,6633.844032673876,6703.206568456493,93200
112,2014-06-19,6697.66796875,6732.009236253549,6655.508887218257,6728.319755240432,75900
113,2014-06-20,6729.2294921875,6742.076286200205,6700.357034130904,6700.357034130904,90300
114,2014-06-23,6760.251953125,6782.396161470592,6729.229656531687,6729.229656531687,68300
115,2014-06-24,6791.32373046875,6791.513623052375,6760.252129336875,6760.252129336875,56300
116,2014-06-25,6832.92333984375,6852.827890086536,6791.3436984941545,6791.3436984941545,70700
117,2014-06-26,6890.408203125,6890.408203125,6837.261714298206,6838.261457199203,94500
118,2014-06-27,6840.39111328125,6899.056205199559,6824.785262548278,6892.397760956769,63500
119,2014-06-30,6842.55078125,6872.083227272295,6840.151495782719,6844.650339092274,39700
120,2014-07-01,6824.85498046875,6861.135690630508,6817.996880618604,6856.246810995003,33100
121,2014-07-02,6848.8388671875,6852.7079894010985,6820.986166437907,6820.986166437907,51100
122,2014-07-03,6897.53662109375,6905.5443278435,6866.894597173455,6868.354182834376,46900
123,2014-07-04,6960.48974609375,6964.918782853308,6897.60601564853,6897.60601564853,115900
124,2014-07-07,6997.30078125,7014.906117418411,6960.989805912385,6960.989805912385,102100
125,2014-07-08,6946.73388671875,6997.550898857015,6939.405692806938,6997.550898857015,69800
126,2014-07-09,6902.01513671875,6949.832918160728,6878.711070931473,6949.832918160728,46600
127,2014-07-10,6935.4267578125,6935.4267578125,6902.2155703486505,6902.2155703486505,88100
128,2014-07-11,6899.31591796875,6935.576614288132,6884.1899242940235,6935.576614288132,52900
129,2014-07-14,6828.6142578125,6888.578819437292,6824.705106732702,6888.578819437292,52600
130,2014-07-15,6832.283203125,6834.582416598591,6815.147472644432,6834.582416598591,58300
131,2014-07-17,6865.59423828125,6867.633752841752,6835.672245820617,6835.672245820617,59200
132,2014-07-18,6851.30810546875,6864.1051078660175,6823.615519201551,6864.1051078660175,36700
133,2014-07-21,6873.1123046875,6874.732005331911,6851.438191181815,6851.438191181815,45600
134,2014-07-22,6868.173828125,6874.2225656940145,6853.6375269927175,6871.113013735769,62100
135,2014-07-23,6891.14794921875,6903.1351012472705,6869.413791792222,6869.413791792222,56200
136,2014-07-24,6888.119140625,6901.38574919435,6881.9903452985045,6891.318025194855,76500
137,2014-07-25,6887.77880859375,6891.408246480947,6869.943550672214,6888.119053140808,68700
138,2014-07-28,6848.708984375,6901.115429282627,6847.768796468483,6887.2586411650755,74000
139,2014-07-30,6865.82421875,6901.405400674528,6853.407489978412,6866.204492052133,81500
140,2014-07-31,6863.05517578125,6879.431336189651,6857.636647133882,6866.59430485273,83600
141,2014-08-01,6892.45751953125,6892.45751953125,6798.4118800422375,6862.215296606211,68900
142,2014-08-04,6996.57080078125,7003.908757420243,6871.703010835053,6871.703010835053,121300
143,2014-08-05,6972.20703125,6998.560117586725,6956.701253081995,6996.780790001333,76800
144,2014-08-06,6947.18359375,6978.325487270734,6937.575713065384,6969.797407016682,36200
145,2014-08-07,6953.421875,6976.975876636491,6941.724687641943,6942.914811286837,78200
146,2014-08-08,6878.5712890625,6953.112182390562,6865.105024821425,6953.112182390562,54200
147,2014-08-11,6954.87158203125,6956.860816556447,6877.751278228967,6878.441042249606,131500
148,2014-08-12,6981.69482421875,6996.421017704824,6955.601436728741,6955.601436728741,70000
149,2014-08-13,6984.4443359375,6990.022491479487,6966.398683017167,6981.695042858611,69000
150,2014-08-14,7059.1845703125,7091.236386053658,7051.306713469861,7055.3955056940495,108900
151,2014-08-15,7006.7080078125,7064.703348358896,7000.6797728021265,7059.454698036478,79400
152,2014-08-18,7025.7734375,7042.6987727392125,7007.008243339566,7007.008243339566,79500
153,2014-08-19,7080.92919921875,7084.488342609017,7037.950016575399,7043.3587820073235,122300
154,2014-08-20,7094.666015625,7129.146895809064,7084.978076952488,7084.978076952488,127600
155,2014-08-22,7131.25634765625,7139.334348870402,7099.884530758216,7099.884530758216,117800
156,2014-08-26,7144.51318359375,7153.800834723506,7123.348703283557,7131.256338133286,96500
157,2014-08-27,7158.619140625,7174.385105979222,7143.522924921395,7151.930919077544,79100
158,2014-08-28,7098.875,7164.037933425498,7094.336127929176,7158.619404711133,74100
159,2014-08-29,7049.07763671875,7118.779441146322,7025.603692007724,7106.062984313451,100000
160,2014-09-01,7081.66943359375,7094.935553930194,7048.907837547984,7048.907837547984,69500
161,2014-09-02,7104.73291015625,7118.939217609122,7082.3387669908125,7082.3387669908125,86400
162,2014-09-03,7204.16748046875,7214.554946068895,7105.24272348442,7105.24272348442,118000
163,2014-09-04,7202.2578125,7218.653498715384,7194.449761735863,7205.607048904673,101200
164,2014-09-05,7261.712890625,7263.0025980679975,7204.807600676059,7204.807600676059,100300
165,2014-09-08,7313.0595703125,7331.2550871011235,7261.612837620728,7261.612837620728,73200
166,2014-09-09,7251.80517578125,7312.439486476951,7249.345847241226,7312.439486476951,48500
167,2014-09-10,7210.92578125,7252.78513596268,7196.229852694603,7246.926778925865,45000
168,2014-09-11,7200.20849609375,7250.105821046464,7200.20849609375,7216.574404722191,53400
169,2014-09-12,7200.0283203125,7213.105035623548,7188.9310764284455,7202.217698697226,51900
170,2014-09-15,7159.42919921875,7219.633934322956,7155.760220705292,7200.028623644739,72000
171,2014-09-16,7178.494140625,7181.693513328735,7155.0001812894225,7159.339397640278,53300
172,2014-09-17,7229.98095703125,7248.246280399781,7180.993552090209,7180.993552090209,50100
173,2014-09-18,7285.41650390625,7288.6754314576365,7229.750643291032,7229.750643291032,57700
174,2014-09-22,7277.98828125,7302.582054457482,7239.298523541629,7286.336232176364,97200
175,2014-09-23,7269.7509765625,7282.097899675955,7227.571879910538,7278.058899089203,86400
176,2014-09-24,7353.3994140625,7370.495116260248,7269.050983613654,7269.050983613654,260400
177,2014-09-25,7292.3349609375,7411.714422424919,7292.3349609375,7355.099096504919,156100
178,2014-09-26,7259.43310546875,7285.27655770911,7221.542946245378,7285.27655770911,90900
179,2014-09-29,7263.4921875,7296.623805021917,7242.587894692452,7259.603538958214,69800
180,2014-09-30,7281.19775390625,7310.630127948512,7263.652460292945,7263.652460292945,134000
181,2014-10-01,7266.19140625,7281.717198625619,7222.522460846897,7258.8929902208265,69100
182,2014-10-02,7194.40966796875,7252.264907237489,7165.487418047268,7252.264907237489,84800
183,2014-10-03,7245.1669921875,7248.806193237254,7189.331738522734,7190.891396115485,79700
184,2014-10-07,7237.51904296875,7238.489008424504,7206.187254940495,7225.262428644099,66000
185,2014-10-08,7183.8330078125,7202.297986503335,7151.611312458881,7199.688794119723,95400
186,2014-10-09,7200.03857421875,7233.909746717801,7189.611079972761,7189.611079972761,73500
187,2014-10-10,7165.50732421875,7198.638940387669,7115.540193935795,7198.638940387669,80600
188,2014-10-13,6966.29833984375,7159.149135556648,6955.321182340596,7159.149135556648,105200
189,2014-10-14,6944.2744140625,6988.992895660763,6894.697318522643,6965.418879337301,123300
190,2014-10-15,6989.392578125,7024.01355794955,6949.393098600682,6949.393098600682,71000
191,2014-10-16,7026.7734375,7046.698002232289,6944.874572489574,6987.793225254735,86600
192,2014-10-17,7001.419921875,7073.531262514488,7001.419921875,7047.947508899083,48600
193,2014-10-20,7055.71533203125,7068.022225774838,7003.538808379534,7003.538808379534,76200
194,2014-10-21,7066.212890625,7087.887493340769,7055.715589735382,7055.715589735382,70300
195,2014-10-22,7152.380859375,7152.380859375,7092.066292159057,7099.49406948074,66600
196,2014-10-23,7114.30029296875,7138.5943382199985,7094.975184696072,7138.2043018072,83900
197,2014-10-24,7101.7236328125,7148.181901150389,7099.15446924101,7140.833693048234,58200
198,2014-10-27,7101.7138671875,7121.218617258976,7078.729543121893,7101.463931457281,31300
199,2014-10-28,7064.92333984375,7109.021862256833,7064.92333984375,7109.021862256833,36500
200,2014-10-29,7091.486328125,7109.301570765318,7066.532784535802,7066.532784535802,57100
201,2014-10-30,7169.14697265625,7169.14697265625,7082.139069849047,7094.685648681567,47000
202,2014-10-31,7213.875,7213.875,7165.317661846491,7178.544241224092,94600
203,2014-11-03,7310.97021484375,7310.97021484375,7211.195577105577,7211.195577105577,61600
204,2014-11-04,7220.1533203125,7340.112710737494,7220.1533203125,7328.845588207994,41200
205,2014-11-05,7206.95703125,7223.622668115297,7174.285255920257,7223.622668115297,50400
206,2014-11-06,7234.76953125,7254.544719687549,7186.511920700239,7207.556802179656,70200
207,2014-11-07,7203.86767578125,7227.891283051828,7203.86767578125,7219.473525878442,89300
208,2014-11-10,7190.27099609375,7232.740054799979,7190.27099609375,7221.92252424296,32800
209,2014-11-11,7202.69775390625,7216.804478165401,7190.981040096708,7192.69056145997,73400
210,2014-11-12,7231.0107421875,7254.454420934223,7202.837810766164,7202.837810766164,91400
211,2014-11-13,7196.779296875,7266.511365911575,7196.779296875,7230.830599487891,49100
212,2014-11-14,7215.484375,7219.473583546184,7193.710189096607,7198.938825016599,54300
213,2014-11-17,7227.86181640625,7242.217988486916,7216.53465067604,7216.53465067604,38000
214,2014-11-18,7273.78955078125,7273.78955078125,7222.29254039663,7227.691054400815,82400
215,2014-11-19,7267.62158203125,7297.313654630736,7259.793516660015,7295.2443624688085,125400
216,2014-11-20,7267.08154296875,7267.08154296875,7224.842404311778,7244.447226422571,48600
217,2014-11-21,7274.3095703125,7274.3095703125,7241.367846040307,7271.630083567441,70900
218,2014-11-24,7323.24658203125,7341.911703844133,7275.459066738062,7275.459066738062,67300
219,2014-11-25,7284.97705078125,7337.543613470952,7284.97705078125,7324.096875461122,38200
220,2014-11-26,7354.69873046875,7370.674603062256,7321.717464846021,7325.426472086692,85100
221,2014-11-27,7263.47216796875,7367.345849279745,7263.47216796875,7356.52831832005,0
222,2014-11-28,7292.5048828125,7308.091207392393,7261.6529519730175,7265.062231651867,58600
223,2014-12-01,7329.84521484375,7332.804414864981,7291.845220377788,7295.254011824217,0
224,2014-12-02,7342.341796875,7355.398497759577,7321.59713164933,7331.594560673749,74400
225,2014-12-03,7358.85791015625,7370.265133411548,7342.192273305178,7342.192273305178,62300
226,2014-12-04,7297.9736328125,7352.50941518593,7297.9736328125,7352.50941518593,82900
227,2014-12-05,7228.701171875,7297.653167181876,7176.604705389017,7297.653167181876,105100
228,2014-12-09,7182.0234375,7237.679048911106,7174.385264748451,7236.499176504863,69900
229,2014-12-10,7173.2353515625,7175.544816235847,7131.855856325629,7175.544816235847,0
230,2014-12-11,7070.2822265625,7118.749745336152,7027.8829717697845,7118.749745336152,96400
231,2014-12-12,7222.35302734375,7222.35302734375,7078.570171023841,7078.570171023841,99000
232,2014-12-15,7273.74951171875,7273.74951171875,7075.770153049545,7208.076459589518,67100
233,2014-12-16,7158.5390625,7272.649855596543,7158.5390625,7272.649855596543,113300
234,2014-12-17,6964.4189453125,7167.426797076454,6964.4189453125,7157.209209854406,99800
235,2014-12-18,7027.47265625,7075.430538626622,6880.410864114365,6985.043625555408,101300
236,2014-12-19,7123.7978515625,7156.669280810361,7091.286193073433,7091.286193073433,120800
237,2014-12-22,7137.4345703125,7159.958563241191,7126.64730528274,7128.896726825736,44800
238,2014-12-23,7184.47216796875,7184.47216796875,7136.414702859159,7136.414702859159,38400
239,2014-12-29,7228.7109375,7245.866682094028,7188.611385949907,7188.611385949907,54300
240,2015-01-05,7274.75927734375,7290.92504241199,7264.941977510214,7281.067713808809,59400
241,2015-01-06,7275.869140625,7278.048267731317,7222.542522295898,7260.522989450881,144500
242,2015-01-07,7307.8212890625,7339.813063690954,7267.041734788334,7267.041734788334,160200
243,2015-01-08,7365.73583984375,7371.764563040917,7292.744843298553,7302.881885072834,93600
244,2015-01-09,7400.8173828125,7444.746029677618,7365.806365001289,7365.806365001289,83400
245,2015-01-12,7356.46826171875,7380.752056580545,7347.000969523404,7369.395113560811,79200
246,2015-01-13,7397.09814453125,7427.0103757227735,7356.6383322418205,7356.6383322418205,63200
247,2015-01-14,7488.9541015625,7528.474212420893,7410.9941684562245,7410.9941684562245,128400
248,2015-01-19,7483.3955078125,7500.121187359358,7452.513800446145,7492.773467412497,0
249,2015-01-20,7450.89404296875,7506.8396173649735,7445.085478061671,7485.525274181699,0
250,2015-01-21,7472.1787109375,7530.003685645589,7449.424308070037,7465.140481676498,0
251,2015-01-22,7414.4033203125,7473.167993146634,7398.1272325442005,7473.167993146634,270600
252,2015-01-23,7546.98974609375,7546.98974609375,7467.180188049071,7467.180188049071,107900
253,2015-01-26,7584.7197265625,7584.7197265625,7523.335607402014,7546.989681678461,269000
254,2015-01-27,7628.6083984375,7629.888342782759,7580.3107578671215,7584.719780493504,271300
255,2015-01-28,7659.21044921875,7659.21044921875,7621.760119418803,7628.607967726028,264900
256,2015-01-29,7615.341796875,7734.981446052423,7615.341796875,7656.311243542538,361400
257,2015-01-30,7687.93310546875,7687.93310546875,7643.554381309145,7643.554381309145,46800
258,2015-02-02,7628.74853515625,7713.306872506583,7588.7588169035125,7687.933513432598,17200
259,2015-02-03,7611.19287109375,7629.228272795807,7580.091004893262,7629.228272795807,19500
260,2015-02-04,7714.07666015625,7736.131048254253,7663.199604649529,7663.199604649529,0
261,2015-02-05,7672.267578125,7707.928331080058,7651.392574311043,7707.928331080058,246000
262,2015-02-06,7726.193359375,7726.193359375,7667.858262783515,7667.858262783515,95700
263,2015-02-09,7780.5693359375,7784.778214716059,7726.403575177944,7726.403575177944,259800
264,2015-02-10,7721.15478515625,7805.702869405288,7721.15478515625,7780.769339193289,321200
265,2015-02-11,7684.4541015625,7756.4653688634935,7684.303749600836,7725.633453608094,246900
266,2015-02-12,7712.56640625,7715.935656985752,7686.253348816033,7686.253348816033,291800
267,2015-02-13,7771.45166015625,7775.990531985739,7712.60644144711,7712.60644144711,218100
268,2015-02-16,7782.6484375,7799.014345864438,7771.451609958536,7771.451609958536,177200
269,2015-02-17,7791.396484375,7793.415984627954,7775.750605088704,7783.448820942964,184600
270,2015-02-18,7801.4443359375,7838.374782014642,7786.32810534222,7792.776154490739,226700
271,2015-02-20,7823.37841796875,7823.37841796875,7804.812879447452,7812.391008917494,136600
272,2015-02-23,7824.05810546875,7852.78070079506,7812.721176665435,7824.878207104539,201800
273,2015-02-24,7832.845703125,7846.612182704653,7825.58780381681,7833.525704048884,178700
274,2015-02-25,7842.04345703125,7860.888708582791,7814.710641984653,7851.150978290079,209400
275,2015-02-26,7762.39404296875,7841.323453361887,7754.545963440208,7841.323453361887,250600
276,2015-02-27,7728.58251953125,7795.555532665149,7669.65772986989,7771.251723480497,386400
277,2015-03-02,7771.92138671875,7771.92138671875,7699.75000404957,7728.582433593839,243800
278,2015-03-03,7774.5107421875,7807.5125105040415,7774.5107421875,7779.159937386771,229500
279,2015-03-04,7845.8125,7851.520992978566,7778.999603045129,7783.278287922599,173900
280,2015-03-05,7817.02978515625,7845.652307303825,7817.02978515625,7845.532220998128,280300
281,2015-03-06,7859.30908203125,7859.30908203125,7820.339122562443,7820.339122562443,312500
282,2015-03-09,7818.27978515625,7860.6189964580535,7762.863858044401,7860.6189964580535,219000
283,2015-03-10,7826.46728515625,7832.335893141788,7810.831169502884,7819.41929296733,214500
284,2015-03-11,7788.697265625,7826.467337886211,7770.781462669722,7826.467337886211,226600
285,2015-03-12,7837.80419921875,7837.80419921875,7762.853747442979,7788.087004374432,225300
286,2015-03-13,7807.5322265625,7858.309207637616,7807.5322265625,7843.822698664312,222100
287,2015-03-16,7728.962890625,7802.593860652222,7725.393495903357,7790.717031661853,189000
288,2015-03-17,7787.09765625,7787.09765625,7728.392537346488,7728.392537346488,217000
289,2015-03-18,7754.5859375,7791.466590126592,7742.259029317094,7786.10761665788,281200
290,2015-03-19,7812.541015625,7828.217160698609,7754.996241434884,7754.996241434884,257000
291,2015-03-20,7816.3701171875,7816.3701171875,7772.7416866067215,7798.984938872735,438700
292,2015-03-23,7838.474609375,7848.182074085934,7815.680177881635,7821.42869967767,179000
293,2015-03-24,7826.92724609375,7842.913369635098,7796.385295272694,7840.333954806941,192700
294,2015-03-25,7834.3251953125,7841.493273868783,7812.0208724226095,7826.2574457688,184800
295,2015-03-26,7869.07666015625,7869.07666015625,7801.80391946205,7837.6545641853845,187900
296,2015-03-27,7875.9345703125,7887.221706753079,7847.182198703205,7869.346420783823,171400
297,2015-03-30,7897.37939453125,8005.921307875837,7897.37939453125,7933.439946004722,216600
298,2015-03-31,7938.44873046875,7981.267308804093,7897.379214051842,7897.379214051842,177600
299,2015-04-01,7991.03515625,7991.03515625,7929.341058350179,7939.838359241427,126300
300,2015-04-06,8051.669921875,8060.717400199442,8004.741558799473,8007.391268109124,150700
301,2015-04-07,8096.59814453125,8134.878339883891,8052.879406287643,8052.879406287643,170600
302,2015-04-08,8050.61962890625,8096.598039386651,8024.746399702081,8096.598039386651,233700
303,2015-04-10,8125.390625,8132.288753565318,8030.62495389497,8031.204882897559,257700
304,2015-04-13,8071.1748046875,8128.380311313168,8050.160188264787,8127.7901310243105,158300
305,2015-04-14,8054.4189453125,8093.898538762011,8039.252435403593,8078.672473855876,233600
306,2015-04-15,7904.42724609375,8064.336318939573,7857.579430269912,8055.208295222645,376500
307,2015-04-16,7946.15673828125,7946.15673828125,7824.787559311181,7905.667150702645,294900
308,2015-04-17,7944.84716796875,7994.384234503236,7917.573907682956,7953.3850115771,182300
309,2015-04-20,7863.248046875,7934.209780089772,7774.710754952511,7934.209780089772,192200
310,2015-04-21,7844.9228515625,7915.884586320338,7813.080941111579,7864.2977526923205,176400
311,2015-04-22,7831.01611328125,7860.179024470162,7778.470054691724,7848.881636518086,216300
312,2015-04-23,7890.02099609375,7917.723833633872,7833.405671120564,7833.405671120564,243900
313,2015-04-24,7945.20703125,7945.20703125,7891.58068359326,7891.58068359326,239200
314,2015-04-27,7956.02392578125,7962.482225961269,7935.679547980607,7954.274375679573,182500
315,2015-04-28,7884.54248046875,7944.017422117313,7859.619201464112,7939.13879374117,166900
316,2015-04-29,7823.45849609375,7884.792334127719,7786.617871610403,7884.792334127719,215900
317,2015-04-30,7712.83642578125,7840.2436037288035,7691.932133466595,7824.2877459281635,323100
